timestamp,open,high,low,close,volume
2023-09-24 18:00:00,4365.00,4367.50,4364.25,4365.25,1132
2023-09-24 18:01:00,4365.50,4367.00,4365.25,4366.00,482
2023-09-24 18:02:00,4365.75,4367.50,4365.50,4366.50,473
2023-09-24 18:03:00,4366.75,4367.75,4366.25,4367.50,545
2023-09-24 18:04:00,4367.50,4367.75,4366.75,4367.25,272
2023-09-24 18:05:00,4367.25,4367.75,4366.75,4367.50,251
2023-09-24 18:06:00,4367.50,4368.00,4367.25,4367.75,294
2023-09-24 18:07:00,4368.00,4368.50,4368.00,4368.00,268
2023-09-24 18:08:00,4368.00,4368.75,4367.50,4368.75,389
2023-09-24 18:09:00,4368.50,4368.75,4368.00,4368.50,210
2023-09-24 18:10:00,4368.50,4368.75,4368.25,4368.75,236
2023-09-24 18:11:00,4368.50,4368.75,4367.75,4367.75,168
2023-09-24 18:12:00,4368.00,4368.75,4368.00,4368.75,162
2023-09-24 18:13:00,4368.75,4368.75,4368.50,4368.75,57
2023-09-24 18:14:00,4368.75,4369.25,4368.75,4369.00,194
2023-09-24 18:15:00,4368.75,4369.25,4368.50,4369.25,147
2023-09-24 18:16:00,4369.25,4369.50,4368.50,4369.00,138
2023-09-24 18:17:00,4369.00,4369.00,4368.00,4368.25,163
2023-09-24 18:18:00,4368.25,4369.00,4368.00,4368.75,110
2023-09-24 18:19:00,4368.75,4369.50,4368.75,4369.25,129
2023-09-24 18:20:00,4369.25,4369.50,4369.00,4369.50,124
2023-09-24 18:21:00,4369.25,4369.50,4369.00,4369.25,83
2023-09-24 18:22:00,4369.00,4369.50,4369.00,4369.25,145
2023-09-24 18:23:00,4369.25,4369.50,4368.50,4369.25,142
2023-09-24 18:24:00,4369.00,4369.50,4369.00,4369.50,65
2023-09-24 18:25:00,4369.50,4370.25,4369.50,4370.00,181
2023-09-24 18:26:00,4370.25,4370.25,4370.00,4370.00,61
2023-09-24 18:27:00,4370.00,4370.50,4370.00,4370.50,136
2023-09-24 18:28:00,4370.50,4370.50,4370.00,4370.00,145
2023-09-24 18:29:00,4369.75,4370.25,4369.75,4370.25,157
2023-09-24 18:30:00,4370.25,4370.50,4369.00,4369.25,201
2023-09-24 18:31:00,4369.25,4369.25,4369.00,4369.00,97
2023-09-24 18:32:00,4369.25,4369.25,4369.25,4369.25,84
2023-09-24 18:33:00,4369.00,4369.25,4368.75,4369.25,88
2023-09-24 18:34:00,4369.00,4369.25,4369.00,4369.00,18
2023-09-24 18:35:00,4369.00,4369.25,4368.75,4368.75,80
2023-09-24 18:36:00,4368.50,4368.75,4368.25,4368.75,211
2023-09-24 18:37:00,4369.00,4369.00,4368.50,4369.00,86
2023-09-24 18:38:00,4369.00,4369.00,4368.50,4368.75,26
2023-09-24 18:39:00,4368.75,4369.25,4368.25,4368.50,176
2023-09-24 18:40:00,4368.75,4368.75,4368.00,4368.25,86
2023-09-24 18:41:00,4368.00,4368.25,4367.75,4368.25,75
2023-09-24 18:42:00,4368.25,4368.75,4368.25,4368.75,47
2023-09-24 18:43:00,4368.75,4368.75,4368.50,4368.50,36
2023-09-24 18:44:00,4368.25,4368.25,4367.75,4368.00,20
2023-09-24 18:45:00,4368.00,4368.50,4368.00,4368.25,61
2023-09-24 18:46:00,4368.25,4368.50,4368.00,4368.25,71
2023-09-24 18:47:00,4368.50,4368.75,4368.00,4368.00,79
2023-09-24 18:48:00,4367.75,4368.00,4367.75,4367.75,5
2023-09-24 18:49:00,4367.75,4368.00,4367.75,4368.00,48
2023-09-24 18:50:00,4368.00,4368.00,4367.75,4368.00,50
2023-09-24 18:51:00,4368.00,4368.25,4367.75,4367.75,64
2023-09-24 18:52:00,4367.75,4367.75,4367.75,4367.75,3
2023-09-24 18:53:00,4368.00,4368.00,4367.50,4367.75,67
2023-09-24 18:54:00,4367.75,4368.00,4367.75,4367.75,17
2023-09-24 18:55:00,4367.75,4367.75,4367.75,4367.75,33
2023-09-24 18:56:00,4367.50,4367.75,4367.50,4367.50,22
2023-09-24 18:57:00,4367.50,4367.50,4367.50,4367.50,15
2023-09-24 18:58:00,4367.50,4367.50,4367.50,4367.50,2
2023-09-24 18:59:00,4367.50,4367.75,4367.00,4367.00,45
2023-09-24 19:00:00,4367.25,4367.25,4366.75,4367.00,109
2023-09-24 19:01:00,4367.00,4367.00,4366.25,4366.25,98
2023-09-24 19:02:00,4366.25,4367.00,4366.25,4367.00,49
2023-09-24 19:03:00,4367.00,4367.25,4366.75,4367.25,53
2023-09-24 19:04:00,4367.25,4367.50,4367.00,4367.00,123
2023-09-24 19:05:00,4366.75,4367.00,4366.75,4366.75,56
2023-09-24 19:06:00,4367.00,4367.00,4366.50,4366.75,42
2023-09-24 19:07:00,4367.00,4367.25,4367.00,4367.00,17
2023-09-24 19:08:00,4367.25,4367.50,4366.75,4366.75,80
2023-09-24 19:09:00,4366.75,4367.00,4366.50,4366.50,50
2023-09-24 19:10:00,4366.50,4366.75,4366.50,4366.75,64
2023-09-24 19:11:00,4366.75,4367.25,4366.75,4367.00,72
2023-09-24 19:12:00,4367.00,4367.50,4367.00,4367.25,48
2023-09-24 19:13:00,4367.25,4367.25,4367.00,4367.25,23
2023-09-24 19:14:00,4367.25,4367.25,4367.00,4367.00,9
2023-09-24 19:15:00,4367.25,4367.50,4366.75,4367.00,75
2023-09-24 19:16:00,4367.00,4367.00,4367.00,4367.00,5
2023-09-24 19:17:00,4367.00,4367.00,4367.00,4367.00,17
2023-09-24 19:18:00,4366.75,4367.00,4366.50,4366.50,30
2023-09-24 19:19:00,4366.50,4366.50,4366.00,4366.25,168
2023-09-24 19:20:00,4366.25,4366.50,4366.25,4366.25,7
2023-09-24 19:21:00,4366.25,4366.50,4366.00,4366.25,68
2023-09-24 19:22:00,4366.00,4366.00,4365.25,4365.50,301
2023-09-24 19:23:00,4365.50,4365.75,4365.50,4365.75,50
2023-09-24 19:24:00,4365.75,4366.00,4365.50,4365.75,37
2023-09-24 19:25:00,4366.00,4366.00,4365.50,4365.50,39
2023-09-24 19:26:00,4365.50,4366.25,4365.50,4366.25,175
2023-09-24 19:27:00,4366.25,4366.75,4366.00,4366.50,65
2023-09-24 19:28:00,4366.50,4367.25,4366.50,4366.75,108
2023-09-24 19:29:00,4366.50,4366.75,4366.00,4366.00,183
2023-09-24 19:30:00,4366.00,4366.50,4366.00,4366.25,67
2023-09-24 19:31:00,4366.25,4366.50,4366.00,4366.50,16
2023-09-24 19:32:00,4366.50,4366.75,4366.50,4366.50,22
2023-09-24 19:33:00,4366.75,4366.75,4366.50,4366.50,8
2023-09-24 19:34:00,4366.50,4367.00,4366.50,4367.00,27
2023-09-24 19:35:00,4366.75,4366.75,4366.50,4366.75,25
2023-09-24 19:36:00,4366.75,4366.75,4366.50,4366.50,3
2023-09-24 19:37:00,4366.75,4366.75,4366.75,4366.75,26
2023-09-24 19:38:00,4367.00,4367.50,4366.50,4367.25,168
2023-09-24 19:39:00,4367.25,4367.25,4367.00,4367.25,26
2023-09-24 19:40:00,4367.25,4367.75,4367.25,4367.75,44
2023-09-24 19:41:00,4368.00,4368.00,4367.50,4367.75,46
2023-09-24 19:42:00,4367.75,4368.00,4367.75,4368.00,19
2023-09-24 19:43:00,4367.75,4367.75,4367.50,4367.75,24
2023-09-24 19:44:00,4367.50,4367.75,4367.25,4367.75,30
2023-09-24 19:45:00,4367.50,4368.00,4367.25,4367.50,107
2023-09-24 19:46:00,4367.50,4367.75,4367.50,4367.75,78
2023-09-24 19:47:00,4367.50,4367.50,4367.50,4367.50,4
2023-09-24 19:48:00,4367.50,4367.50,4366.25,4367.00,270
2023-09-24 19:49:00,4366.75,4367.25,4366.75,4367.25,23
2023-09-24 19:50:00,4367.25,4367.25,4366.25,4366.50,65
2023-09-24 19:51:00,4366.50,4367.00,4366.50,4366.75,60
2023-09-24 19:52:00,4366.75,4366.75,4366.50,4366.75,63
2023-09-24 19:53:00,4366.75,4367.00,4366.50,4366.75,25
2023-09-24 19:54:00,4366.75,4367.00,4366.75,4367.00,17
2023-09-24 19:55:00,4367.00,4367.00,4366.75,4367.00,29
2023-09-24 19:56:00,4367.00,4367.50,4367.00,4367.25,82
2023-09-24 19:57:00,4367.25,4367.25,4367.00,4367.00,44
2023-09-24 19:58:00,4366.75,4367.25,4366.75,4367.25,87
2023-09-24 19:59:00,4367.00,4367.00,4366.50,4367.00,103
2023-09-24 20:00:00,4367.00,4367.00,4365.75,4365.75,309
2023-09-24 20:01:00,4366.00,4366.00,4365.00,4365.50,397
2023-09-24 20:02:00,4365.50,4365.75,4364.75,4365.00,339
2023-09-24 20:03:00,4365.00,4365.00,4363.75,4364.00,379
2023-09-24 20:04:00,4364.00,4364.00,4363.00,4363.25,294
2023-09-24 20:05:00,4363.50,4364.00,4363.25,4363.75,182
2023-09-24 20:06:00,4363.50,4363.75,4363.25,4363.25,178
2023-09-24 20:07:00,4363.25,4363.75,4363.25,4363.75,190
2023-09-24 20:08:00,4363.75,4364.75,4363.75,4364.75,145
2023-09-24 20:09:00,4365.00,4365.00,4364.50,4364.50,114
2023-09-24 20:10:00,4364.50,4364.50,4364.25,4364.25,86
2023-09-24 20:11:00,4364.25,4365.25,4364.25,4365.00,159
2023-09-24 20:12:00,4365.00,4365.00,4364.50,4364.75,72
2023-09-24 20:13:00,4364.75,4364.75,4364.00,4364.00,107
2023-09-24 20:14:00,4364.00,4364.25,4363.00,4363.00,243
2023-09-24 20:15:00,4363.25,4363.25,4362.00,4362.00,548
2023-09-24 20:16:00,4362.00,4362.50,4361.25,4362.50,221
2023-09-24 20:17:00,4362.50,4362.75,4362.00,4362.00,120
2023-09-24 20:18:00,4362.00,4362.00,4361.25,4361.50,157
2023-09-24 20:19:00,4361.75,4361.75,4360.50,4360.75,376
2023-09-24 20:20:00,4360.75,4362.25,4360.50,4362.00,242
2023-09-24 20:21:00,4362.00,4362.25,4362.00,4362.25,36
2023-09-24 20:22:00,4362.50,4362.50,4361.75,4362.00,226
2023-09-24 20:23:00,4362.25,4362.50,4361.50,4362.00,138
2023-09-24 20:24:00,4361.75,4361.75,4361.00,4361.25,205
2023-09-24 20:25:00,4361.25,4362.00,4361.25,4362.00,129
2023-09-24 20:26:00,4362.00,4362.50,4361.75,4362.25,140
2023-09-24 20:27:00,4362.50,4363.25,4362.50,4363.00,126
2023-09-24 20:28:00,4363.25,4363.25,4362.50,4362.50,163
2023-09-24 20:29:00,4362.50,4363.25,4362.50,4363.00,152
2023-09-24 20:30:00,4363.00,4363.50,4362.75,4363.25,79
2023-09-24 20:31:00,4363.50,4363.75,4363.00,4363.25,159
2023-09-24 20:32:00,4363.25,4363.50,4363.25,4363.25,104
2023-09-24 20:33:00,4363.25,4363.25,4363.00,4363.00,62
2023-09-24 20:34:00,4363.00,4363.00,4362.75,4363.00,90
2023-09-24 20:35:00,4362.75,4363.25,4362.50,4363.25,72
2023-09-24 20:36:00,4363.00,4363.25,4362.75,4362.75,87
2023-09-24 20:37:00,4362.75,4362.75,4362.50,4362.50,114
2023-09-24 20:38:00,4362.50,4363.25,4362.50,4363.25,78
2023-09-24 20:39:00,4363.00,4363.50,4363.00,4363.50,66
2023-09-24 20:40:00,4363.25,4364.00,4363.00,4363.75,124
2023-09-24 20:41:00,4363.75,4364.00,4363.75,4363.75,50
2023-09-24 20:42:00,4364.00,4364.00,4363.75,4363.75,89
2023-09-24 20:43:00,4364.00,4364.25,4363.50,4363.50,52
2023-09-24 20:44:00,4363.25,4363.50,4363.25,4363.50,69
2023-09-24 20:45:00,4363.50,4363.50,4363.25,4363.50,49
2023-09-24 20:46:00,4363.50,4363.50,4363.50,4363.50,64
2023-09-24 20:47:00,4363.75,4364.50,4363.75,4364.25,119
2023-09-24 20:48:00,4364.25,4364.50,4364.25,4364.25,71
2023-09-24 20:49:00,4364.25,4364.75,4364.25,4364.75,95
2023-09-24 20:50:00,4364.75,4365.00,4364.50,4364.75,119
2023-09-24 20:51:00,4365.00,4365.00,4364.75,4364.75,100
2023-09-24 20:52:00,4365.00,4365.00,4364.50,4364.75,96
2023-09-24 20:53:00,4364.75,4364.75,4364.25,4364.25,97
2023-09-24 20:54:00,4364.25,4364.25,4363.75,4364.00,90
2023-09-24 20:55:00,4364.00,4364.50,4364.00,4364.25,110
2023-09-24 20:56:00,4364.50,4365.25,4364.25,4365.00,180
2023-09-24 20:57:00,4364.75,4365.25,4364.75,4365.25,54
2023-09-24 20:58:00,4365.00,4365.00,4364.75,4364.75,52
2023-09-24 20:59:00,4364.75,4365.00,4364.25,4364.50,93
2023-09-24 21:00:00,4364.50,4365.25,4364.50,4365.25,129
2023-09-24 21:01:00,4365.25,4365.25,4365.00,4365.25,91
2023-09-24 21:02:00,4365.00,4365.50,4365.00,4365.25,184
2023-09-24 21:03:00,4365.25,4365.75,4365.25,4365.75,78
2023-09-24 21:04:00,4365.50,4365.50,4364.75,4365.50,110
2023-09-24 21:05:00,4365.75,4365.75,4365.25,4365.50,147
2023-09-24 21:06:00,4365.75,4365.75,4365.50,4365.50,124
2023-09-24 21:07:00,4365.50,4365.50,4365.25,4365.25,41
